"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Ethiopia","Electricity production from solid biofuels","2018","Kilowatt-hours, million","36",""
"Faeroe Islands","Electricity - total thermal production","2018","Kilowatt-hours, million","180.1",""
"Faeroe Islands","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","7.545","1"
"Faeroe Islands","Electricity production from fuel oil","2018","Kilowatt-hours, million","172.555","1"
"Falkland Is. (Malvinas)","Electricity - total thermal production","2018","Kilowatt-hours, million","13.75653",""
"Falkland Is. (Malvinas)","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","13.75653",""
"Fiji","Electricity - total thermal production","2018","Kilowatt-hours, million","463.68",""
"Fiji","Electricity production from solid coal products","2018","Kilowatt-hours, million","0.0138888888888889","1"
"Fiji","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","202.222222222222",""
"Fiji","Electricity production from fuel oil","2018","Kilowatt-hours, million","261.388888888889",""
"Finland","Electricity - total thermal production","2018","Kilowatt-hours, million","27959",""
"Finland","Electricity production from biogases","2018","Kilowatt-hours, million","420",""
"Finland","Electricity production from hard coal","2018","Kilowatt-hours, million","5791",""
"Finland","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","44",""
"Finland","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","6",""
"Finland","Electricity production from manufactured gases","2018","Kilowatt-hours, million","804",""
"Finland","Electricity production from natural gas","2018","Kilowatt-hours, million","4194",""
"Finland","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","521",""
"Finland","Electricity production from other oil products","2018","Kilowatt-hours, million","90",""
"Finland","Electricity production from peat","2018","Kilowatt-hours, million","3474",""
"Finland","Electricity production from fuel oil","2018","Kilowatt-hours, million","131",""
"Finland","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","662",""
"Finland","Electricity production from solid biofuels","2018","Kilowatt-hours, million","11821",""
"France","Electricity - total thermal production","2018","Kilowatt-hours, million","57967",""
"France","Electricity production from biogases","2018","Kilowatt-hours, million","2365",""
"France","Electricity production from hard coal","2018","Kilowatt-hours, million","8413",""
"France","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1778",""
"France","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","0",""
"France","Electricity production from manufactured gases","2018","Kilowatt-hours, million","2233",""
"France","Electricity production from natural gas","2018","Kilowatt-hours, million","30588",""
"France","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","2397",""
"France","Electricity production from other oil products","2018","Kilowatt-hours, million","602",""
"France","Electricity production from fuel oil","2018","Kilowatt-hours, million","3621",""
"France","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","2204",""
"France","Electricity production from solid biofuels","2018","Kilowatt-hours, million","3767",""
"French Polynesia","Electricity - total thermal production","2018","Kilowatt-hours, million","494.444444",""
"French Polynesia","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","164.916667",""
"French Polynesia","Electricity production from fuel oil","2018","Kilowatt-hours, million","329.583333",""
"Gabon","Electricity - total thermal production","2018","Kilowatt-hours, million","1555.19",""
"Gabon","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","230",""
"Gabon","Electricity production from natural gas","2018","Kilowatt-hours, million","1314.19",""
"Gabon","Electricity production from solid biofuels","2018","Kilowatt-hours, million","11",""
"Gambia","Electricity - total thermal production","2018","Kilowatt-hours, million","317.816","1"
"Gambia","Electricity production from other oil products","2018","Kilowatt-hours, million","317.816","1"
"Georgia","Electricity - total thermal production","2018","Kilowatt-hours, million","2114.9",""
"Georgia","Electricity production from brown coal","2018","Kilowatt-hours, million","11.8",""
"Georgia","Electricity production from natural gas","2018","Kilowatt-hours, million","2103.1",""
"Germany","Electricity - total thermal production","2018","Kilowatt-hours, million","385531",""
"Germany","Electricity production from biogases","2018","Kilowatt-hours, million","33416",""
"Germany","Electricity production from hard coal","2018","Kilowatt-hours, million","82567",""
"Germany","Electricity production from solid coal products","2018","Kilowatt-hours, million","1541",""
"Germany","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","723",""
"Germany","Electricity production from brown coal","2018","Kilowatt-hours, million","144048",""
"Germany","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","474",""
"Germany","Electricity production from manufactured gases","2018","Kilowatt-hours, million","10818",""
"Germany","Electricity production from natural gas","2018","Kilowatt-hours, million","83425",""
"Germany","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","7066",""
"Germany","Electricity production from other oil products","2018","Kilowatt-hours, million","3395",""
"Germany","Electricity production from fuel oil","2018","Kilowatt-hours, million","1068",""
"Germany","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","6163",""
"Germany","Electricity production from solid biofuels","2018","Kilowatt-hours, million","10827",""
"Ghana","Electricity - total thermal production","2018","Kilowatt-hours, million","10375",""
"Ghana","Electricity production from crude oil, NGLs, other hydrocarbons","2018","Kilowatt-hours, million","4.1","1"
"Ghana","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","45.6","1"
"Ghana","Electricity production from natural gas","2018","Kilowatt-hours, million","9211.8","1"
"Ghana","Electricity production from other oil products","2018","Kilowatt-hours, million","711.1","1"
"Ghana","Electricity production from fuel oil","2018","Kilowatt-hours, million","402.4","1"
"Gibraltar","Electricity - total thermal production","2018","Kilowatt-hours, million","215",""
"Gibraltar","Electricity production from fuel oil","2018","Kilowatt-hours, million","215",""
"Greece","Electricity - total thermal production","2018","Kilowatt-hours, million","37412",""
"Greece","Electricity production from biogases","2018","Kilowatt-hours, million","302",""
"Greece","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1115",""
"Greece","Electricity production from brown coal","2018","Kilowatt-hours, million","17185",""
"Greece","Electricity production from natural gas","2018","Kilowatt-hours, million","14080",""
"Greece","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","286",""
"Greece","Electricity production from other oil products","2018","Kilowatt-hours, million","639",""
"Greece","Electricity production from fuel oil","2018","Kilowatt-hours, million","3793",""
"Greece","Electricity production from solid biofuels","2018","Kilowatt-hours, million","12",""
"Greenland","Electricity - total thermal production","2018","Kilowatt-hours, million","130","1"
"Greenland","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","127","1"
"Greenland","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","1.5","1"
"Greenland","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","1.5","1"
"Grenada","Electricity - total thermal production","2018","Kilowatt-hours, million","230.838932","1"
"Grenada","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","230.838932",""
"Guam","Electricity - total thermal production","2018","Kilowatt-hours, million","1662.6",""
"Guam","Electricity production from fuel oil","2018","Kilowatt-hours, million","1662.6",""
"Guatemala","Electricity - total thermal production","2018","Kilowatt-hours, million","7571.878",""
"Guatemala","Electricity production from biogases","2018","Kilowatt-hours, million","26.33",""
"Guatemala","Electricity production from bagasse","2018","Kilowatt-hours, million","3054.322","1"
"Guatemala","Electricity production from hard coal","2018","Kilowatt-hours, million","3902.72",""
"Guatemala","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1.93",""
"Guatemala","Electricity production from other oil products","2018","Kilowatt-hours, million","207.356","1"
"Guatemala","Electricity production from fuel oil","2018","Kilowatt-hours, million","379.22",""
"Guatemala","Electricity production from solid biofuels","2018","Kilowatt-hours, million","3054.322","1"
"Guernsey","Electricity - total thermal production","2018","Kilowatt-hours, million","53.8",""
"Guernsey","Electricity production from other oil products","2018","Kilowatt-hours, million","53.8",""
"Guinea","Electricity - total thermal production","2018","Kilowatt-hours, million","732.3",""
"Guinea","Electricity production from other oil products","2018","Kilowatt-hours, million","732.3","1"
"Guinea-Bissau","Electricity - total thermal production","2018","Kilowatt-hours, million","79.68","1"
"Guinea-Bissau","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","79.68","1"
"Guyana","Electricity - total thermal production","2018","Kilowatt-hours, million","1124.72",""
"Guyana","Electricity production from bagasse","2018","Kilowatt-hours, million","9.722222","1"
"Guyana","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","277.877777777778","1"
"Guyana","Electricity production from fuel oil","2018","Kilowatt-hours, million","837.12","1"
"Guyana","Electricity production from solid biofuels","2018","Kilowatt-hours, million","9.722222","1"
"Haiti","Electricity - total thermal production","2018","Kilowatt-hours, million","848",""
"Haiti","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","262",""
"Haiti","Electricity production from fuel oil","2018","Kilowatt-hours, million","586",""
"Honduras","Electricity - total thermal production","2018","Kilowatt-hours, million","4045",""
"Honduras","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","128",""
"Honduras","Electricity production from other oil products","2018","Kilowatt-hours, million","890",""
"Honduras","Electricity production from fuel oil","2018","Kilowatt-hours, million","2110",""
"Honduras","Electricity production from solid biofuels","2018","Kilowatt-hours, million","917",""
"Hungary","Electricity - total thermal production","2018","Kilowatt-hours, million","14671",""
"Hungary","Electricity production from biogases","2018","Kilowatt-hours, million","331",""
"Hungary","Electricity production from hard coal","2018","Kilowatt-hours, million","157",""
"Hungary","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","12",""
"Hungary","Electricity production from brown coal","2018","Kilowatt-hours, million","4512",""
"Hungary","Electricity production from manufactured gases","2018","Kilowatt-hours, million","165",""
"Hungary","Electricity production from natural gas","2018","Kilowatt-hours, million","7234",""
"Hungary","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","221",""
"Hungary","Electricity production from other oil products","2018","Kilowatt-hours, million","20",""
"Hungary","Electricity production from fuel oil","2018","Kilowatt-hours, million","58",""
"Hungary","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","162",""
"Hungary","Electricity production from solid biofuels","2018","Kilowatt-hours, million","1799",""
"Iceland","Electricity - total thermal production","2018","Kilowatt-hours, million","2",""
"Iceland","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","2",""
"India","Electricity - total thermal production","2018","Kilowatt-hours, million","1244959",""
"India","Electricity production from hard coal","2018","Kilowatt-hours, million","1071622","1"
"India","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","2086","1"
"India","Electricity production from brown coal","2018","Kilowatt-hours, million","33303","1"
"India","Electricity production from manufactured gases","2018","Kilowatt-hours, million","4145","1"
"India","Electricity production from natural gas","2018","Kilowatt-hours, million","72499","1"
"India","Electricity production from other oil products","2018","Kilowatt-hours, million","300","1"
"India","Electricity production from fuel oil","2018","Kilowatt-hours, million","1366","1"
"India","Electricity production from solid biofuels","2018","Kilowatt-hours, million","59638","1"
"Indonesia","Electricity - total thermal production","2018","Kilowatt-hours, million","260211.3",""
"Indonesia","Electricity production from hard coal","2018","Kilowatt-hours, million","202868.3","1"
"Indonesia","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","9484","1"
"Indonesia","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","0","1"
"Indonesia","Electricity production from natural gas","2018","Kilowatt-hours, million","45186","1"
"Indonesia","Electricity production from other oil products","2018","Kilowatt-hours, million","608","1"
"Indonesia","Electricity production from fuel oil","2018","Kilowatt-hours, million","2065","1"
"Iran (Islamic Rep. of)","Electricity - total thermal production","2018","Kilowatt-hours, million","284508",""
"Iran (Islamic Rep. of)","Electricity production from biogases","2018","Kilowatt-hours, million","24",""
"Iran (Islamic Rep. of)","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","18163",""
"Iran (Islamic Rep. of)","Electricity production from manufactured gases","2018","Kilowatt-hours, million","650",""
"Iran (Islamic Rep. of)","Electricity production from natural gas","2018","Kilowatt-hours, million","254739",""
"Iran (Islamic Rep. of)","Electricity production from other oil products","2018","Kilowatt-hours, million","14","1"
"Iran (Islamic Rep. of)","Electricity production from fuel oil","2018","Kilowatt-hours, million","10918",""
"Iraq","Electricity - total thermal production","2018","Kilowatt-hours, million","80312",""
"Iraq","Electricity production from crude oil, NGLs, other hydrocarbons","2018","Kilowatt-hours, million","17252","1"
"Iraq","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","18908","1"
"Iraq","Electricity production from natural gas","2018","Kilowatt-hours, million","33283","1"
"Iraq","Electricity production from fuel oil","2018","Kilowatt-hours, million","10869","1"
"Ireland","Electricity - total thermal production","2018","Kilowatt-hours, million","21546",""
"Ireland","Electricity production from biogases","2018","Kilowatt-hours, million","184",""
"Ireland","Electricity production from hard coal","2018","Kilowatt-hours, million","2152",""
"Ireland","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","37",""
"Ireland","Electricity production from natural gas","2018","Kilowatt-hours, million","16014",""
"Ireland","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","302",""
"Ireland","Electricity production from other oil products","2018","Kilowatt-hours, million","4",""
"Ireland","Electricity production from peat","2018","Kilowatt-hours, million","2095",""
"Ireland","Electricity production from fuel oil","2018","Kilowatt-hours, million","99",""
"Ireland","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","330",""
"Ireland","Electricity production from solid biofuels","2018","Kilowatt-hours, million","330",""
"Isle of Man","Electricity - total thermal production","2018","Kilowatt-hours, million","490.4",""
"Isle of Man","Electricity production from natural gas","2018","Kilowatt-hours, million","457",""
"Isle of Man","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","15",""
"Isle of Man","Electricity production from fuel oil","2018","Kilowatt-hours, million","3.4",""
"Isle of Man","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","15",""
"Israel","Electricity - total thermal production","2018","Kilowatt-hours, million","66977",""
"Israel","Electricity production from hard coal","2018","Kilowatt-hours, million","20599",""
"Israel","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","239",""
"Israel","Electricity production from natural gas","2018","Kilowatt-hours, million","46039",""
"Israel","Electricity production from oil shale","2018","Kilowatt-hours, million","44",""
"Israel","Electricity production from fuel oil","2018","Kilowatt-hours, million","57",""
"Italy","Electricity - total thermal production","2018","Kilowatt-hours, million","192131",""
"Italy","Electricity production from biogases","2018","Kilowatt-hours, million","8300",""
"Italy","Electricity production from hard coal","2018","Kilowatt-hours, million","28470",""
"Italy","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","381",""
"Italy","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","4290",""
"Italy","Electricity production from manufactured gases","2018","Kilowatt-hours, million","2486",""
"Italy","Electricity production from natural gas","2018","Kilowatt-hours, million","128538",""
"Italy","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","2454",""
"Italy","Electricity production from other oil products","2018","Kilowatt-hours, million","9687",""
"Italy","Electricity production from fuel oil","2018","Kilowatt-hours, million","960",""
"Italy","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","2371",""
"Italy","Electricity production from solid biofuels","2018","Kilowatt-hours, million","4191",""
"Jamaica","Electricity - total thermal production","2018","Kilowatt-hours, million","3875",""
"Jamaica","Electricity production from natural gas","2018","Kilowatt-hours, million","474",""
"Jamaica","Electricity production from other oil products","2018","Kilowatt-hours, million","3382",""
"Jamaica","Electricity production from solid biofuels","2018","Kilowatt-hours, million","19",""
"Japan","Electricity - total thermal production","2018","Kilowatt-hours, million","812737",""
"Japan","Electricity production from biogases","2018","Kilowatt-hours, million","276",""
"Japan","Electricity production from hard coal","2018","Kilowatt-hours, million","309095",""
"Japan","Electricity production from solid coal products","2018","Kilowatt-hours, million","77",""
"Japan","Electricity production from crude oil, NGLs, other hydrocarbons","2018","Kilowatt-hours, million","2533",""
"Japan","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","2931",""
"Japan","Electricity production from manufactured gases","2018","Kilowatt-hours, million","29622",""
"Japan","Electricity production from natural gas","2018","Kilowatt-hours, million","377909",""
"Japan","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","20942",""
"Japan","Electricity production from other oil products","2018","Kilowatt-hours, million","26464",""
"Japan","Electricity production from fuel oil","2018","Kilowatt-hours, million","19892",""
"Japan","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","1811",""
"Japan","Electricity production from solid biofuels","2018","Kilowatt-hours, million","21184",""
"Jersey","Electricity - total thermal production","2018","Kilowatt-hours, million","44.54","1"
"Jersey","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","2.24",""
"Jersey","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","21",""
"Jersey","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","21.3",""
"Jordan","Electricity - total thermal production","2018","Kilowatt-hours, million","17292.688889",""
"Jordan","Electricity production from biogases","2018","Kilowatt-hours, million","4",""
"Jordan","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","22.3","1"
"Jordan","Electricity production from natural gas","2018","Kilowatt-hours, million","16412","1"
"Jordan","Electricity production from fuel oil","2018","Kilowatt-hours, million","854","1"
"Kazakhstan","Electricity - total thermal production","2018","Kilowatt-hours, million","96187",""
"Kazakhstan","Electricity production from hard coal","2018","Kilowatt-hours, million","74696",""
"Kazakhstan","Electricity production from brown coal","2018","Kilowatt-hours, million","38",""
"Kazakhstan","Electricity production from natural gas","2018","Kilowatt-hours, million","20631",""
"Kazakhstan","Electricity production from fuel oil","2018","Kilowatt-hours, million","822",""
"Kenya","Electricity - total thermal production","2018","Kilowatt-hours, million","1673",""
"Kenya","Electricity production from biogases","2018","Kilowatt-hours, million","1",""
"Kenya","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","761.388889","1"
"Kenya","Electricity production from fuel oil","2018","Kilowatt-hours, million","452.277777777778","1"
"Kenya","Electricity production from solid biofuels","2018","Kilowatt-hours, million","458.333333",""
"Kiribati","Electricity - total thermal production","2018","Kilowatt-hours, million","26.5","1"
"Kiribati","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","26.5","1"
"Korea, Dem.Ppl's.Rep.","Electricity - total thermal production","2018","Kilowatt-hours, million","2616",""
"Korea, Dem.Ppl's.Rep.","Electricity production from hard coal","2018","Kilowatt-hours, million","1652",""
"Korea, Dem.Ppl's.Rep.","Electricity production from brown coal","2018","Kilowatt-hours, million","199",""
"Korea, Dem.Ppl's.Rep.","Electricity production from fuel oil","2018","Kilowatt-hours, million","765",""
"Korea, Republic of","Electricity - total thermal production","2018","Kilowatt-hours, million","435290",""
"Korea, Republic of","Electricity production from biogases","2018","Kilowatt-hours, million","578",""
"Korea, Republic of","Electricity production from hard coal","2018","Kilowatt-hours, million","215370",""
"Korea, Republic of","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","675",""
"Korea, Republic of","Electricity production from brown coal","2018","Kilowatt-hours, million","22548",""
"Korea, Republic of","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","1592",""
"Korea, Republic of","Electricity production from manufactured gases","2018","Kilowatt-hours, million","20367",""
"Korea, Republic of","Electricity production from natural gas","2018","Kilowatt-hours, million","155542",""
"Korea, Republic of","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","928",""
"Korea, Republic of","Electricity production from other oil products","2018","Kilowatt-hours, million","5721",""
"Korea, Republic of","Electricity production from fuel oil","2018","Kilowatt-hours, million","6631",""
"Korea, Republic of","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","173",""
"Korea, Republic of","Electricity production from solid biofuels","2018","Kilowatt-hours, million","5165",""
"Kosovo","Electricity - total thermal production","2018","Kilowatt-hours, million","5612",""
"Kosovo","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","7",""
"Kosovo","Electricity production from brown coal","2018","Kilowatt-hours, million","5601",""
"Kosovo","Electricity production from fuel oil","2018","Kilowatt-hours, million","4",""
"Kuwait","Electricity - total thermal production","2018","Kilowatt-hours, million","74103",""
"Kuwait","Electricity production from natural gas","2018","Kilowatt-hours, million","43495",""
"Kuwait","Electricity production from other oil products","2018","Kilowatt-hours, million","30608",""
"Kyrgyzstan","Electricity - total thermal production","2018","Kilowatt-hours, million","1410",""
"Kyrgyzstan","Electricity production from hard coal","2018","Kilowatt-hours, million","445","1"
"Kyrgyzstan","Electricity production from brown coal","2018","Kilowatt-hours, million","772","1"
"Kyrgyzstan","Electricity production from natural gas","2018","Kilowatt-hours, million","102","1"
"Kyrgyzstan","Electricity production from fuel oil","2018","Kilowatt-hours, million","91","1"
"Lao People's Dem. Rep.","Electricity - total thermal production","2018","Kilowatt-hours, million","12554.8","1"
"Lao People's Dem. Rep.","Electricity production from bagasse","2018","Kilowatt-hours, million","25.2","1"
"Lao People's Dem. Rep.","Electricity production from brown coal","2018","Kilowatt-hours, million","12529.6","1"
"Lao People's Dem. Rep.","Electricity production from solid biofuels","2018","Kilowatt-hours, million","25.2","1"
"Latvia","Electricity - total thermal production","2018","Kilowatt-hours, million","4170",""
"Latvia","Electricity production from biogases","2018","Kilowatt-hours, million","374",""
"Latvia","Electricity production from natural gas","2018","Kilowatt-hours, million","3219",""
"Latvia","Electricity production from peat","2018","Kilowatt-hours, million","7",""
"Latvia","Electricity production from solid biofuels","2018","Kilowatt-hours, million","570",""
"Lebanon","Electricity - total thermal production","2018","Kilowatt-hours, million","22754",""
"Lebanon","Electricity production from biogases","2018","Kilowatt-hours, million","7",""
"Lebanon","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","13954",""
"Lebanon","Electricity production from fuel oil","2018","Kilowatt-hours, million","8793",""
